Country,Food,Year,Import
Niue,Tobacco and manufactured tobacco substitutes,2015,0
Niue,Tobacco and manufactured tobacco substitutes,2016,4
Niue,Tobacco and manufactured tobacco substitutes,2017,1
Niue,Tobacco and manufactured tobacco substitutes,2018,5
Niue,"Vegetable, fruit, nut, etc food preparations",1995,204
Niue,"Vegetable, fruit, nut, etc food preparations",1996,192
Niue,"Vegetable, fruit, nut, etc food preparations",1997,128
Niue,"Vegetable, fruit, nut, etc food preparations",1998,240
Niue,"Vegetable, fruit, nut, etc food preparations",1999,384
Niue,"Vegetable, fruit, nut, etc food preparations",2000,1012
Niue,"Vegetable, fruit, nut, etc food preparations",2001,416
Niue,"Vegetable, fruit, nut, etc food preparations",2002,324
Niue,"Vegetable, fruit, nut, etc food preparations",2003,256
