Country,Food,Year,Export
New Zealand,"Fish, crustaceans, molluscs, aquatic invertebrates ne",1996,26671
New Zealand,"Fish, crustaceans, molluscs, aquatic invertebrates ne",1997,40957
New Zealand,"Fish, crustaceans, molluscs, aquatic invertebrates ne",1998,22807
New Zealand,"Fish, crustaceans, molluscs, aquatic invertebrates ne",1999,21289
New Zealand,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2000,24572
New Zealand,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2001,20660
New Zealand,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2002,27128
New Zealand,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2003,21794
New Zealand,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2004,25394
New Zealand,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2005,21298
New Zealand,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2006,17231
New Zealand,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2007,19650
New Zealand,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2008,24154
New Zealand,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2009,22640
New Zealand,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2010,21605
New Zealand,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2011,22866
New Zealand,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2012,16258
New Zealand,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2013,15743
New Zealand,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2014,13487
New Zealand,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2015,16094
New Zealand,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2016,14068
New Zealand,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2017,11267
New Zealand,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2018,9174
New Zealand,Meat and edible meat offal,1995,218984
New Zealand,Meat and edible meat offal,1996,206621
New Zealand,Meat and edible meat offal,1997,216092
New Zealand,Meat and edible meat offal,1998,234976
New Zealand,Meat and edible meat offal,1999,196596
New Zealand,Meat and edible meat offal,2000,217915
New Zealand,Meat and edible meat offal,2001,191214
New Zealand,Meat and edible meat offal,2002,186050
New Zealand,Meat and edible meat offal,2003,193909
New Zealand,Meat and edible meat offal,2004,211893
New Zealand,Meat and edible meat offal,2005,233285
New Zealand,Meat and edible meat offal,2006,229149
New Zealand,Meat and edible meat offal,2007,201330
New Zealand,Meat and edible meat offal,2008,200947
New Zealand,Meat and edible meat offal,2009,190169
New Zealand,Meat and edible meat offal,2010,144590
New Zealand,Meat and edible meat offal,2011,143043
New Zealand,Meat and edible meat offal,2012,138551
New Zealand,Meat and edible meat offal,2013,140131
New Zealand,Meat and edible meat offal,2014,120144
New Zealand,Meat and edible meat offal,2015,123019
New Zealand,Meat and edible meat offal,2016,145498
New Zealand,Meat and edible meat offal,2017,153106
New Zealand,Meat and edible meat offal,2018,147481
New Zealand,"Meat, fish and seafood food preparations nes",1995,7761
New Zealand,"Meat, fish and seafood food preparations nes",1996,7596
New Zealand,"Meat, fish and seafood food preparations nes",1997,6188
New Zealand,"Meat, fish and seafood food preparations nes",1998,8967
New Zealand,"Meat, fish and seafood food preparations nes",1999,7832
New Zealand,"Meat, fish and seafood food preparations nes",2000,8293
New Zealand,"Meat, fish and seafood food preparations nes",2001,14657
New Zealand,"Meat, fish and seafood food preparations nes",2002,12049
New Zealand,"Meat, fish and seafood food preparations nes",2003,11078
New Zealand,"Meat, fish and seafood food preparations nes",2004,10904
New Zealand,"Meat, fish and seafood food preparations nes",2005,12930
New Zealand,"Meat, fish and seafood food preparations nes",2006,12678
New Zealand,"Meat, fish and seafood food preparations nes",2007,13382
New Zealand,"Meat, fish and seafood food preparations nes",2008,15003
New Zealand,"Meat, fish and seafood food preparations nes",2009,15429
New Zealand,"Meat, fish and seafood food preparations nes",2010,12370
New Zealand,"Meat, fish and seafood food preparations nes",2011,12652
New Zealand,"Meat, fish and seafood food preparations nes",2012,12617
New Zealand,"Meat, fish and seafood food preparations nes",2013,12111
New Zealand,"Meat, fish and seafood food preparations nes",2014,11323
New Zealand,"Meat, fish and seafood food preparations nes",2015,10357
New Zealand,"Meat, fish and seafood food preparations nes",2016,11212
New Zealand,"Meat, fish and seafood food preparations nes",2017,13056
New Zealand,"Meat, fish and seafood food preparations nes",2018,15627
New Zealand,"Milling products, malt, starches, inulin, wheat glute",1995,24854
New Zealand,"Milling products, malt, starches, inulin, wheat glute",1996,16857
New Zealand,"Milling products, malt, starches, inulin, wheat glute",1997,12240
New Zealand,"Milling products, malt, starches, inulin, wheat glute",1998,15557
New Zealand,"Milling products, malt, starches, inulin, wheat glute",1999,12421
New Zealand,"Milling products, malt, starches, inulin, wheat glute",2000,12304
New Zealand,"Milling products, malt, starches, inulin, wheat glute",2001,12731
New Zealand,"Milling products, malt, starches, inulin, wheat glute",2002,9290
New Zealand,"Milling products, malt, starches, inulin, wheat glute",2003,9934
New Zealand,"Milling products, malt, starches, inulin, wheat glute",2004,14695
New Zealand,"Milling products, malt, starches, inulin, wheat glute",2005,14955
New Zealand,"Milling products, malt, starches, inulin, wheat glute",2006,11923
New Zealand,"Milling products, malt, starches, inulin, wheat glute",2007,26654
New Zealand,"Milling products, malt, starches, inulin, wheat glute",2008,33326
New Zealand,"Milling products, malt, starches, inulin, wheat glute",2009,24897
New Zealand,"Milling products, malt, starches, inulin, wheat glute",2010,22761
New Zealand,"Milling products, malt, starches, inulin, wheat glute",2011,32943
New Zealand,"Milling products, malt, starches, inulin, wheat glute",2012,26393
New Zealand,"Milling products, malt, starches, inulin, wheat glute",2013,28438
New Zealand,"Milling products, malt, starches, inulin, wheat glute",2014,26037
New Zealand,"Milling products, malt, starches, inulin, wheat glute",2015,23160
New Zealand,"Milling products, malt, starches, inulin, wheat glute",2016,28569
New Zealand,"Milling products, malt, starches, inulin, wheat glute",2017,24204
New Zealand,"Milling products, malt, starches, inulin, wheat glute",2018,21410
New Zealand,Miscellaneous edible preparations,1995,7422
New Zealand,Miscellaneous edible preparations,1996,7012
New Zealand,Miscellaneous edible preparations,1997,13927
New Zealand,Miscellaneous edible preparations,1998,11224
New Zealand,Miscellaneous edible preparations,1999,10323
New Zealand,Miscellaneous edible preparations,2000,11538
New Zealand,Miscellaneous edible preparations,2001,13154
New Zealand,Miscellaneous edible preparations,2002,17444
New Zealand,Miscellaneous edible preparations,2003,17509
New Zealand,Miscellaneous edible preparations,2004,24397
New Zealand,Miscellaneous edible preparations,2005,25473
New Zealand,Miscellaneous edible preparations,2006,26318
New Zealand,Miscellaneous edible preparations,2007,18102
New Zealand,Miscellaneous edible preparations,2008,18264
New Zealand,Miscellaneous edible preparations,2009,18238
New Zealand,Miscellaneous edible preparations,2010,14155
New Zealand,Miscellaneous edible preparations,2011,13033
New Zealand,Miscellaneous edible preparations,2012,15320
New Zealand,Miscellaneous edible preparations,2013,14261
New Zealand,Miscellaneous edible preparations,2014,15326
New Zealand,Miscellaneous edible preparations,2015,20998
New Zealand,Miscellaneous edible preparations,2016,25815
New Zealand,Miscellaneous edible preparations,2017,17651
New Zealand,Miscellaneous edible preparations,2018,25592
New Zealand,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",1995,12
New Zealand,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",1996,112
New Zealand,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",1997,18
New Zealand,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",1998,42
New Zealand,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",1999,47
New Zealand,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2000,52
New Zealand,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2001,56
New Zealand,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2002,72
New Zealand,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2003,3846
New Zealand,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2004,364
New Zealand,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2005,97
New Zealand,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2006,276
New Zealand,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2007,273
New Zealand,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2008,205
New Zealand,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2009,236
New Zealand,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2010,264
New Zealand,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2011,2643
New Zealand,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2012,1296
New Zealand,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2013,390
New Zealand,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2014,318
New Zealand,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2015,2629
New Zealand,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2016,3141
New Zealand,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2017,3077
New Zealand,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2018,4191
New Zealand,Sugars and sugar confectionery,1995,68651
New Zealand,Sugars and sugar confectionery,1996,87628
New Zealand,Sugars and sugar confectionery,1997,73868
New Zealand,Sugars and sugar confectionery,1998,79203
New Zealand,Sugars and sugar confectionery,1999,92857
New Zealand,Sugars and sugar confectionery,2000,100411
New Zealand,Sugars and sugar confectionery,2001,84100
New Zealand,Sugars and sugar confectionery,2002,135445
New Zealand,Sugars and sugar confectionery,2003,114478
New Zealand,Sugars and sugar confectionery,2004,139763
New Zealand,Sugars and sugar confectionery,2005,101239
New Zealand,Sugars and sugar confectionery,2006,89348
New Zealand,Sugars and sugar confectionery,2007,105434
New Zealand,Sugars and sugar confectionery,2008,106539
New Zealand,Sugars and sugar confectionery,2009,94398
New Zealand,Sugars and sugar confectionery,2010,86593
New Zealand,Sugars and sugar confectionery,2011,90203
New Zealand,Sugars and sugar confectionery,2012,88658
New Zealand,Sugars and sugar confectionery,2013,87925
New Zealand,Sugars and sugar confectionery,2014,88729
New Zealand,Sugars and sugar confectionery,2015,89809
New Zealand,Sugars and sugar confectionery,2016,95578
New Zealand,Sugars and sugar confectionery,2017,83694
New Zealand,Sugars and sugar confectionery,2018,90282
New Zealand,Tobacco and manufactured tobacco substitutes,1996,365
New Zealand,Tobacco and manufactured tobacco substitutes,1997,481
New Zealand,Tobacco and manufactured tobacco substitutes,1998,1639
New Zealand,Tobacco and manufactured tobacco substitutes,1999,1794
New Zealand,Tobacco and manufactured tobacco substitutes,2000,1738
New Zealand,Tobacco and manufactured tobacco substitutes,2001,1455
New Zealand,Tobacco and manufactured tobacco substitutes,2002,2027
New Zealand,Tobacco and manufactured tobacco substitutes,2003,4094
New Zealand,Tobacco and manufactured tobacco substitutes,2004,4718
New Zealand,Tobacco and manufactured tobacco substitutes,2005,4267
New Zealand,Tobacco and manufactured tobacco substitutes,2006,1968
New Zealand,Tobacco and manufactured tobacco substitutes,2007,72
New Zealand,Tobacco and manufactured tobacco substitutes,2008,61
New Zealand,Tobacco and manufactured tobacco substitutes,2009,117
New Zealand,Tobacco and manufactured tobacco substitutes,2010,878
New Zealand,Tobacco and manufactured tobacco substitutes,2011,516
New Zealand,Tobacco and manufactured tobacco substitutes,2012,277
New Zealand,Tobacco and manufactured tobacco substitutes,2013,491
New Zealand,Tobacco and manufactured tobacco substitutes,2014,568
New Zealand,Tobacco and manufactured tobacco substitutes,2015,561
New Zealand,Tobacco and manufactured tobacco substitutes,2016,317
New Zealand,Tobacco and manufactured tobacco substitutes,2017,557
New Zealand,Tobacco and manufactured tobacco substitutes,2018,462
New Zealand,"Vegetable, fruit, nut, etc food preparations",1995,17203
New Zealand,"Vegetable, fruit, nut, etc food preparations",1996,17263
New Zealand,"Vegetable, fruit, nut, etc food preparations",1997,13728
New Zealand,"Vegetable, fruit, nut, etc food preparations",1998,16744
New Zealand,"Vegetable, fruit, nut, etc food preparations",1999,23788
New Zealand,"Vegetable, fruit, nut, etc food preparations",2000,27076
New Zealand,"Vegetable, fruit, nut, etc food preparations",2001,31213
New Zealand,"Vegetable, fruit, nut, etc food preparations",2002,34933
New Zealand,"Vegetable, fruit, nut, etc food preparations",2003,31664
New Zealand,"Vegetable, fruit, nut, etc food preparations",2004,40511
New Zealand,"Vegetable, fruit, nut, etc food preparations",2005,47711
New Zealand,"Vegetable, fruit, nut, etc food preparations",2006,48367
New Zealand,"Vegetable, fruit, nut, etc food preparations",2007,58892
New Zealand,"Vegetable, fruit, nut, etc food preparations",2008,48827
New Zealand,"Vegetable, fruit, nut, etc food preparations",2009,50989
New Zealand,"Vegetable, fruit, nut, etc food preparations",2010,48393
New Zealand,"Vegetable, fruit, nut, etc food preparations",2011,49174
New Zealand,"Vegetable, fruit, nut, etc food preparations",2012,42127
New Zealand,"Vegetable, fruit, nut, etc food preparations",2013,46041
New Zealand,"Vegetable, fruit, nut, etc food preparations",2014,35482
New Zealand,"Vegetable, fruit, nut, etc food preparations",2015,34569
New Zealand,"Vegetable, fruit, nut, etc food preparations",2016,40853
New Zealand,"Vegetable, fruit, nut, etc food preparations",2017,36277
New Zealand,"Vegetable, fruit, nut, etc food preparations",2018,36896
Niue,"Coffee, tea, mate and spices",1996,0
Niue,"Coffee, tea, mate and spices",2000,0
Niue,"Coffee, tea, mate and spices",2001,0
Niue,"Coffee, tea, mate and spices",2003,0
Niue,"Coffee, tea, mate and spices",2016,0
Niue,"Dairy products, eggs, honey, edible animal product nes",1995,40
Niue,"Dairy products, eggs, honey, edible animal product nes",1996,40
Niue,"Dairy products, eggs, honey, edible animal product nes",1997,24
Niue,"Dairy products, eggs, honey, edible animal product nes",1998,52
Niue,"Dairy products, eggs, honey, edible animal product nes",2001,56
Niue,"Dairy products, eggs, honey, edible animal product nes",2002,32
Niue,"Dairy products, eggs, honey, edible animal product nes",2003,64
Niue,"Dairy products, eggs, honey, edible animal product nes",2004,20
Niue,"Dairy products, eggs, honey, edible animal product nes",2005,8
Niue,"Dairy products, eggs, honey, edible animal product nes",2006,32
Niue,"Dairy products, eggs, honey, edible animal product nes",2009,104
Niue,"Dairy products, eggs, honey, edible animal product nes",2010,68
Niue,"Dairy products, eggs, honey, edible animal product nes",2011,20
Niue,"Dairy products, eggs, honey, edible animal product nes",2012,48
Niue,"Dairy products, eggs, honey, edible animal product nes",2013,72
Niue,"Dairy products, eggs, honey, edible animal product nes",2014,32
Niue,"Dairy products, eggs, honey, edible animal product nes",2015,64
Niue,"Dairy products, eggs, honey, edible animal product nes",2016,88
Niue,"Dairy products, eggs, honey, edible animal product nes",2017,60
Niue,"Dairy products, eggs, honey, edible animal product nes",2018,56
Niue,"Edible fruit, nuts, peel of citrus fruit, melons",1996,72
Niue,"Edible fruit, nuts, peel of citrus fruit, melons",1997,108
Niue,"Edible fruit, nuts, peel of citrus fruit, melons",1998,73
Niue,"Edible fruit, nuts, peel of citrus fruit, melons",1999,36
Niue,"Edible fruit, nuts, peel of citrus fruit, melons",2000,104
Niue,"Edible fruit, nuts, peel of citrus fruit, melons",2001,152
Niue,"Edible fruit, nuts, peel of citrus fruit, melons",2002,88
Niue,"Edible fruit, nuts, peel of citrus fruit, melons",2003,12
Niue,"Edible fruit, nuts, peel of citrus fruit, melons",2006,136
Niue,"Edible fruit, nuts, peel of citrus fruit, melons",2007,48
Niue,"Edible fruit, nuts, peel of citrus fruit, melons",2008,85
Niue,"Edible fruit, nuts, peel of citrus fruit, melons",2009,61
Niue,"Edible fruit, nuts, peel of citrus fruit, melons",2010,18
Niue,"Edible fruit, nuts, peel of citrus fruit, melons",2011,8
Niue,"Edible fruit, nuts, peel of citrus fruit, melons",2012,12
Niue,"Edible fruit, nuts, peel of citrus fruit, melons",2013,2
Niue,Edible vegetables and certain roots and tubers,1997,644
Niue,Edible vegetables and certain roots and tubers,1998,248
Niue,Edible vegetables and certain roots and tubers,1999,600
Niue,Edible vegetables and certain roots and tubers,2000,1800
Niue,Edible vegetables and certain roots and tubers,2001,1168
Niue,Edible vegetables and certain roots and tubers,2002,304
Niue,Edible vegetables and certain roots and tubers,2003,432
Niue,Edible vegetables and certain roots and tubers,2004,28
Niue,Edible vegetables and certain roots and tubers,2005,209
Niue,Edible vegetables and certain roots and tubers,2006,176
Niue,Edible vegetables and certain roots and tubers,2007,104
Niue,Edible vegetables and certain roots and tubers,2008,340
Niue,Edible vegetables and certain roots and tubers,2009,344
Niue,Edible vegetables and certain roots and tubers,2010,84
Niue,Edible vegetables and certain roots and tubers,2011,152
Niue,Edible vegetables and certain roots and tubers,2012,20
Niue,"Fish, crustaceans, molluscs, aquatic invertebrates ne",1995,21
Niue,"Fish, crustaceans, molluscs, aquatic invertebrates ne",1996,12
Niue,"Fish, crustaceans, molluscs, aquatic invertebrates ne",1997,26
Niue,"Fish, crustaceans, molluscs, aquatic invertebrates ne",1998,29
Niue,"Fish, crustaceans, molluscs, aquatic invertebrates ne",1999,0
Niue,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2000,40
Niue,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2001,36
Niue,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2003,4
Niue,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2005,0
Niue,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2006,129
Niue,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2007,452
Niue,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2008,15
Niue,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2011,0
Niue,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2015,16
Niue,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2016,68
Niue,Miscellaneous edible preparations,2009,4
Niue,Miscellaneous edible preparations,2010,0
Niue,Miscellaneous edible preparations,2015,16
Niue,Miscellaneous edible preparations,2018,0
Niue,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2007,8
Niue,"Vegetable, fruit, nut, etc food preparations",2004,32
Niue,"Vegetable, fruit, nut, etc food preparations",2005,0
Niue,"Vegetable, fruit, nut, etc food preparations",2006,16
Niue,"Vegetable, fruit, nut, etc food preparations",2007,212
Niue,"Vegetable, fruit, nut, etc food preparations",2008,112
Niue,"Vegetable, fruit, nut, etc food preparations",2009,48
Niue,"Vegetable, fruit, nut, etc food preparations",2010,292
Niue,"Vegetable, fruit, nut, etc food preparations",2011,264
Niue,"Vegetable, fruit, nut, etc food preparations",2012,128
Niue,"Vegetable, fruit, nut, etc food preparations",2013,100
Niue,"Vegetable, fruit, nut, etc food preparations",2014,236
Niue,"Vegetable, fruit, nut, etc food preparations",2015,432
Niue,"Vegetable, fruit, nut, etc food preparations",2016,220
Niue,"Vegetable, fruit, nut, etc food preparations",2017,140
Niue,"Vegetable, fruit, nut, etc food preparations",2018,228
Northern Mariana Islands,"Animal,vegetable fats and oils, cleavage products, et",2008,25
Northern Mariana Islands,"Animal,vegetable fats and oils, cleavage products, et",2009,0
Northern Mariana Islands,"Beverages, spirits and vinegar",2003,305
Northern Mariana Islands,"Beverages, spirits and vinegar",2004,1030
Northern Mariana Islands,"Beverages, spirits and vinegar",2005,410
Northern Mariana Islands,"Beverages, spirits and vinegar",2006,530
Northern Mariana Islands,"Beverages, spirits and vinegar",2007,240
Northern Mariana Islands,"Beverages, spirits and vinegar",2008,390
Northern Mariana Islands,"Beverages, spirits and vinegar",2009,99
Northern Mariana Islands,"Beverages, spirits and vinegar",2010,109
Northern Mariana Islands,"Beverages, spirits and vinegar",2011,2094
Northern Mariana Islands,"Beverages, spirits and vinegar",2012,2100
Northern Mariana Islands,"Beverages, spirits and vinegar",2013,869
Northern Mariana Islands,"Beverages, spirits and vinegar",2014,75
Northern Mariana Islands,"Beverages, spirits and vinegar",2016,135
Northern Mariana Islands,"Cereal, flour, starch, milk preparations and products",2003,110
Northern Mariana Islands,"Cereal, flour, starch, milk preparations and products",2004,285
Northern Mariana Islands,"Cereal, flour, starch, milk preparations and products",2005,125
Northern Mariana Islands,"Cereal, flour, starch, milk preparations and products",2006,85
Northern Mariana Islands,"Cereal, flour, starch, milk preparations and products",2007,130
Northern Mariana Islands,"Cereal, flour, starch, milk preparations and products",2008,115
Northern Mariana Islands,"Cereal, flour, starch, milk preparations and products",2009,144
Northern Mariana Islands,"Cereal, flour, starch, milk preparations and products",2010,145
Northern Mariana Islands,"Cereal, flour, starch, milk preparations and products",2011,195
Northern Mariana Islands,"Cereal, flour, starch, milk preparations and products",2012,65
Northern Mariana Islands,"Cereal, flour, starch, milk preparations and products",2013,80
Northern Mariana Islands,"Cereal, flour, starch, milk preparations and products",2014,5
Northern Mariana Islands,"Cereal, flour, starch, milk preparations and products",2015,10
Northern Mariana Islands,"Cereal, flour, starch, milk preparations and products",2016,0
Northern Mariana Islands,"Cereal, flour, starch, milk preparations and products",2017,5
Northern Mariana Islands,Cereals,2003,70
Northern Mariana Islands,Cereals,2005,30
Northern Mariana Islands,Cereals,2008,15
Northern Mariana Islands,Cereals,2009,5
Northern Mariana Islands,Cereals,2011,115
Northern Mariana Islands,Cocoa and cocoa preparations,2003,5
Northern Mariana Islands,Cocoa and cocoa preparations,2004,10
Northern Mariana Islands,Cocoa and cocoa preparations,2005,10
Northern Mariana Islands,Cocoa and cocoa preparations,2009,0
Northern Mariana Islands,Cocoa and cocoa preparations,2012,0
Northern Mariana Islands,"Coffee, tea, mate and spices",2003,10
Northern Mariana Islands,"Coffee, tea, mate and spices",2004,5
Northern Mariana Islands,"Coffee, tea, mate and spices",2007,0
Northern Mariana Islands,"Coffee, tea, mate and spices",2008,5
Northern Mariana Islands,"Coffee, tea, mate and spices",2009,0
Northern Mariana Islands,"Coffee, tea, mate and spices",2011,0
Northern Mariana Islands,"Coffee, tea, mate and spices",2013,0
Northern Mariana Islands,"Dairy products, eggs, honey, edible animal product nes",2003,25
Northern Mariana Islands,"Dairy products, eggs, honey, edible animal product nes",2004,15
Northern Mariana Islands,"Dairy products, eggs, honey, edible animal product nes",2007,185
Northern Mariana Islands,"Dairy products, eggs, honey, edible animal product nes",2008,240
Northern Mariana Islands,"Dairy products, eggs, honey, edible animal product nes",2009,449
Northern Mariana Islands,"Dairy products, eggs, honey, edible animal product nes",2010,324
Northern Mariana Islands,"Dairy products, eggs, honey, edible animal product nes",2011,360
Northern Mariana Islands,"Dairy products, eggs, honey, edible animal product nes",2012,529
Northern Mariana Islands,"Dairy products, eggs, honey, edible animal product nes",2013,415
Northern Mariana Islands,"Dairy products, eggs, honey, edible animal product nes",2014,65
Northern Mariana Islands,"Dairy products, eggs, honey, edible animal product nes",2015,65
Northern Mariana Islands,"Dairy products, eggs, honey, edible animal product nes",2016,40
Northern Mariana Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2008,10
Northern Mariana Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2009,0
Northern Mariana Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2010,0
Northern Mariana Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2013,0
Northern Mariana Islands,Edible vegetables and certain roots and tubers,2008,0
Northern Mariana Islands,Edible vegetables and certain roots and tubers,2009,0
Northern Mariana Islands,Meat and edible meat offal,2003,145
Northern Mariana Islands,Meat and edible meat offal,2004,0
Northern Mariana Islands,Meat and edible meat offal,2005,35
Northern Mariana Islands,Meat and edible meat offal,2006,15
Northern Mariana Islands,Meat and edible meat offal,2007,25
Northern Mariana Islands,Meat and edible meat offal,2008,10
Northern Mariana Islands,Meat and edible meat offal,2009,5
Northern Mariana Islands,Meat and edible meat offal,2010,15
Northern Mariana Islands,Meat and edible meat offal,2011,5
Northern Mariana Islands,"Meat, fish and seafood food preparations nes",2003,295
Northern Mariana Islands,"Meat, fish and seafood food preparations nes",2004,365
Northern Mariana Islands,"Meat, fish and seafood food preparations nes",2005,540
Northern Mariana Islands,"Meat, fish and seafood food preparations nes",2006,100
Northern Mariana Islands,"Meat, fish and seafood food preparations nes",2007,324
Northern Mariana Islands,"Meat, fish and seafood food preparations nes",2008,309
Northern Mariana Islands,"Meat, fish and seafood food preparations nes",2009,260
Northern Mariana Islands,"Meat, fish and seafood food preparations nes",2010,199
Northern Mariana Islands,"Meat, fish and seafood food preparations nes",2011,249
Northern Mariana Islands,"Meat, fish and seafood food preparations nes",2012,304
Northern Mariana Islands,"Meat, fish and seafood food preparations nes",2013,359
Northern Mariana Islands,"Meat, fish and seafood food preparations nes",2014,130
Northern Mariana Islands,"Meat, fish and seafood food preparations nes",2015,70
Northern Mariana Islands,"Meat, fish and seafood food preparations nes",2016,25
Northern Mariana Islands,"Meat, fish and seafood food preparations nes",2017,10
Northern Mariana Islands,"Milling products, malt, starches, inulin, wheat glute",2003,15
Northern Mariana Islands,"Milling products, malt, starches, inulin, wheat glute",2006,50
Northern Mariana Islands,"Milling products, malt, starches, inulin, wheat glute",2007,25
Northern Mariana Islands,"Milling products, malt, starches, inulin, wheat glute",2009,35
Northern Mariana Islands,"Milling products, malt, starches, inulin, wheat glute",2010,15
Northern Mariana Islands,"Milling products, malt, starches, inulin, wheat glute",2011,35
Northern Mariana Islands,"Milling products, malt, starches, inulin, wheat glute",2012,5
Northern Mariana Islands,Miscellaneous edible preparations,2003,25
Northern Mariana Islands,Miscellaneous edible preparations,2004,55
Northern Mariana Islands,Miscellaneous edible preparations,2005,65
Northern Mariana Islands,Miscellaneous edible preparations,2006,25
Northern Mariana Islands,Miscellaneous edible preparations,2007,45
Northern Mariana Islands,Miscellaneous edible preparations,2008,45
Northern Mariana Islands,Miscellaneous edible preparations,2009,84
Northern Mariana Islands,Miscellaneous edible preparations,2010,104
Northern Mariana Islands,Miscellaneous edible preparations,2011,99
Northern Mariana Islands,Miscellaneous edible preparations,2012,85
Northern Mariana Islands,Miscellaneous edible preparations,2013,140
Northern Mariana Islands,Miscellaneous edible preparations,2014,5
Northern Mariana Islands,Miscellaneous edible preparations,2015,15
Northern Mariana Islands,Miscellaneous edible preparations,2017,5
Northern Mariana Islands,Sugars and sugar confectionery,2003,5
Northern Mariana Islands,Sugars and sugar confectionery,2004,25
Northern Mariana Islands,Sugars and sugar confectionery,2005,25
Northern Mariana Islands,Sugars and sugar confectionery,2008,0
Northern Mariana Islands,Sugars and sugar confectionery,2009,0
Northern Mariana Islands,Sugars and sugar confectionery,2010,0
Northern Mariana Islands,Sugars and sugar confectionery,2011,0
Northern Mariana Islands,Tobacco and manufactured tobacco substitutes,2003,0
Northern Mariana Islands,Tobacco and manufactured tobacco substitutes,2004,0
Northern Mariana Islands,Tobacco and manufactured tobacco substitutes,2005,20
Northern Mariana Islands,Tobacco and manufactured tobacco substitutes,2006,20
Northern Mariana Islands,Tobacco and manufactured tobacco substitutes,2007,0
Northern Mariana Islands,Tobacco and manufactured tobacco substitutes,2008,10
Northern Mariana Islands,"Vegetable, fruit, nut, etc food preparations",2003,10
Northern Mariana Islands,"Vegetable, fruit, nut, etc food preparations",2004,45
Northern Mariana Islands,"Vegetable, fruit, nut, etc food preparations",2005,25
Northern Mariana Islands,"Vegetable, fruit, nut, etc food preparations",2006,10
Northern Mariana Islands,"Vegetable, fruit, nut, etc food preparations",2007,70
Northern Mariana Islands,"Vegetable, fruit, nut, etc food preparations",2008,100
Northern Mariana Islands,"Vegetable, fruit, nut, etc food preparations",2009,115
Northern Mariana Islands,"Vegetable, fruit, nut, etc food preparations",2010,100
Northern Mariana Islands,"Vegetable, fruit, nut, etc food preparations",2011,150
Northern Mariana Islands,"Vegetable, fruit, nut, etc food preparations",2012,69
Northern Mariana Islands,"Vegetable, fruit, nut, etc food preparations",2013,65
